"date","candidate","name","sources","isretweeted","length","favorites","retweets","economy","security","covid19","healthcare","education","race","gun","crime","abortion","immigration","climate","foreign","taxes","deficit","china","russia","fakenews","info","trust","anger","anticipation","joy","negative","positive","sadness","surprise","fear","disgust"
2020-10-29 23:44:21,"Biden","progressevergr1","Android",TRUE,140,0,4850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,2,3,1,2,0,0
2020-10-29 23:44:22,"Biden","mlytle0","Web",TRUE,140,0,3798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0
2020-10-29 23:44:22,"Biden","Ricksta6","Web",TRUE,139,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0
2020-10-29 23:44:25,"Biden","heatherwgaona","iPhone",TRUE,140,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,2,0,0,0,0
2020-10-29 23:44:26,"Biden","LorenzoZL74","Web",TRUE,140,0,3798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0
2020-10-29 23:44:33,"Biden","APStamm","Web",FALSE,140,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1
2020-10-29 23:44:34,"Biden","kwiatek_ben","Android",TRUE,140,0,3798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0
2020-10-29 23:44:38,"Biden","SisterGeorgina","Web",TRUE,139,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0
2020-10-29 23:44:39,"Biden","ReginaLabelle","iPhone",TRUE,140,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
2020-10-29 23:44:41,"Biden","JoshwmlL","iPhone",FALSE,140,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,3,1,1,1,1
2020-10-29 23:44:43,"Biden","abrownconsult","Android",TRUE,140,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0
2020-10-29 23:44:46,"Biden","Gr8TweetNTheSky","iPhone",FALSE,140,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
2020-10-29 23:44:48,"Biden","DivergentCIO","Web",TRUE,140,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2020-10-29 23:44:49,"Biden","AgentOr71730023","others",TRUE,140,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
2020-10-29 23:44:49,"Biden","jayjmosley","iPhone",TRUE,140,0,3798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0
2020-10-29 23:44:49,"Biden","WSUTriCities","Web",FALSE,140,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2020-10-29 23:44:50,"Biden","g_berry4791","iPad",TRUE,140,0,3798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0
2020-10-29 23:44:52,"Biden","MaximeStebach","Android",TRUE,140,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,4,0,1,0,0
2020-10-29 23:44:55,"Biden","jdw715","Web",TRUE,140,0,3798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0
2020-10-29 23:44:56,"Biden","RyMB","iPhone",FALSE,75,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
2020-10-29 23:44:57,"Biden","RobinEve11","iPhone",FALSE,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
2020-10-29 23:45:00,"Biden","IndivisEastside","iPhone",FALSE,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2020-10-29 23:45:01,"Biden","RealMrGreen_22","Android",TRUE,140,0,3798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0
2020-10-29 23:45:02,"Biden","TeoGuzman63","Android",TRUE,140,0,3798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0
2020-10-29 23:45:02,"Biden","TeresaTomeo","others",FALSE,144,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,4,0,5,0,1,0,1
2020-10-29 23:45:04,"Biden","Fuccouttahurr","iPhone",TRUE,140,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-10-29 23:45:04,"Biden","HexezWork","Web",TRUE,140,0,3798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0
2020-10-29 23:45:06,"Biden","SWEETPEACE3","iPhone",TRUE,140,0,4850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,2,3,1,2,0,0
2020-10-29 23:45:07,"Biden","interimspace","Web",TRUE,111,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,0,0
2020-10-29 23:45:09,"Biden","jchaven","Web",TRUE,140,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,3,0,0
2020-10-29 23:45:11,"Biden","profetadorancor","Web",TRUE,140,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,4,0,1,0,0
2020-10-29 23:45:15,"Biden","JuanyKeville","Web",TRUE,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0
2020-10-29 23:45:16,"Biden","AgNews_Otto","Web",TRUE,139,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0
2020-10-29 23:45:20,"Biden","CreationRebel6","Android",TRUE,95,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
2020-10-29 23:45:20,"Biden","HipoldmaidCindy","Web",TRUE,140,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1
2020-10-29 23:45:21,"Biden","daniel_sussman_","iPhone",FALSE,101,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2020-10-29 23:45:22,"Biden","lynnejay00","iPhone",TRUE,140,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,0,0
2020-10-29 23:45:24,"Biden","FromeneKa","iPad",TRUE,140,0,3798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0
2020-10-29 23:45:24,"Biden","Thewwel","Web",TRUE,140,0,4850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,2,3,1,2,0,0
2020-10-29 23:45:26,"Biden","DCProgressive29","iPhone",FALSE,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,1,0,0
2020-10-29 23:45:26,"Biden","reeltexas","iPhone",TRUE,140,0,3798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0
2020-10-29 23:45:27,"Biden","FamousLee22","iPhone",FALSE,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,3,0,0,0,0
2020-10-29 23:45:29,"Biden","GunnersPappy","Web",TRUE,140,0,4850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,2,3,1,2,0,0
2020-10-29 23:45:29,"Biden","RealPoliticFact","Web",FALSE,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0,1,0
2020-10-29 23:45:30,"Biden","Andaries","Web",TRUE,140,0,3798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0
2020-10-29 23:45:31,"Biden","bigblackdogs","Android",TRUE,140,0,4850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,2,3,1,2,0,0
2020-10-29 23:45:31,"Biden","wtfcathtrash","iPhone",TRUE,140,0,196,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-10-29 23:45:35,"Biden","BAMAPERRY","Web",TRUE,140,0,3798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0
2020-10-29 23:45:36,"Biden","camoxendale","iPad",TRUE,140,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-10-29 23:45:36,"Biden","indiegop","iPhone",TRUE,140,0,4850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,2,3,1,2,0,0
2020-10-29 23:45:38,"Biden","CCPDelendaEst","Android",TRUE,140,0,3798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0
2020-10-29 23:45:38,"Biden","xlawyer90","iPhone",TRUE,140,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,0,0,1,0
2020-10-29 23:45:42,"Biden","nevertooliberal","iPhone",FALSE,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,3,2,3,3,2,2
2020-10-29 23:45:42,"Biden","Poli_Climate","Web",FALSE,140,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1
2020-10-29 23:45:48,"Biden","CMack3030","Android",TRUE,140,0,3798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0
2020-10-29 23:45:49,"Biden","MiamiBeachDog","Android",TRUE,140,0,3798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0
2020-10-29 23:45:52,"Biden","rella00760","Android",FALSE,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0
2020-10-29 23:46:03,"Biden","bka2623","iPhone",TRUE,140,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
2020-10-29 23:46:05,"Biden","congoboy","Web",FALSE,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2020-10-29 23:46:05,"Biden","Crumph1","iPad",TRUE,140,0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-10-29 23:46:09,"Biden","briannalennon","iPhone",TRUE,140,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,1,2,0,0,0
2020-10-29 23:46:11,"Biden","Moxi_Mimi","Android",TRUE,140,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0
2020-10-29 23:46:14,"Biden","JayKilgore7","Web",TRUE,140,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-10-29 23:46:14,"Biden","LibraAbsolut","iPad",FALSE,126,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,0,2,0,2,1,0
2020-10-29 23:46:17,"Biden","csruss65","Android",TRUE,140,0,3798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0
2020-10-29 23:46:17,"Biden","Noticias24horas","Web",TRUE,140,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-10-29 23:46:24,"Biden","y41101847","iPhone",TRUE,140,0,4850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,2,3,1,2,0,0
2020-10-29 23:46:29,"Biden","davidgobaud","Web",TRUE,140,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2020-10-29 23:46:30,"Biden","toniadinh","iPhone",FALSE,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2,0,0,2
2020-10-29 23:46:31,"Biden","dogcicle","Web",TRUE,140,0,3798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0
2020-10-29 23:46:31,"Biden","johnoeffinger75","iPhone",TRUE,140,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
2020-10-29 23:46:31,"Biden","suess111","iPad",TRUE,140,0,3798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0
2020-10-29 23:46:33,"Biden","DayvonLove","iPhone",TRUE,140,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2020-10-29 23:46:33,"Biden","DimaJamelio","Android",FALSE,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2020-10-29 23:46:33,"Biden","JosephLazzaro","Web",FALSE,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,1,0,1,0
2020-10-29 23:46:42,"Biden","virtualtout","Web",FALSE,140,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,1,2,0,1
2020-10-29 23:46:45,"Biden","mskwini5","Web",TRUE,140,0,4850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,2,3,1,2,0,0
2020-10-29 23:46:50,"Biden","epuujee","others",TRUE,140,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,4,2,4,0,2
2020-10-29 23:46:51,"Biden","smokeydogg777","iPhone",TRUE,140,0,4850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,2,3,1,2,0,0
2020-10-29 23:46:52,"Biden","swmstn2","iPhone",TRUE,140,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1
2020-10-29 23:46:52,"Biden","Yfz84","Web",FALSE,61,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-10-29 23:46:53,"Biden","petersalomone","iPad",TRUE,140,0,3798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0
2020-10-29 23:46:55,"Biden","CauseofourJoy","iPhone",TRUE,140,0,4850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,2,3,1,2,0,0
2020-10-29 23:46:55,"Biden","DAFPM98","Web",TRUE,140,0,3798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0
2020-10-29 23:46:55,"Biden","SFConservatives","iPhone",TRUE,140,0,3798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0
2020-10-29 23:46:57,"Biden","Wilizin","Android",TRUE,140,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2020-10-29 23:46:58,"Biden","Rocketm22535874","iPad",TRUE,140,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,0,0
2020-10-29 23:46:59,"Biden","TRUMPPOWER1","iPad",TRUE,140,0,4850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,2,3,1,2,0,0
2020-10-29 23:47:00,"Biden","IsraelNewsLinks","Web",TRUE,140,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0
2020-10-29 23:47:03,"Biden","RealSeanFoley","iPad",TRUE,140,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,1,0,0
2020-10-29 23:47:05,"Biden","KMKowalski","Web",TRUE,140,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0
2020-10-29 23:47:09,"Biden","CurtWolverine","Android",TRUE,140,0,3798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0
2020-10-29 23:47:10,"Biden","scceohm","Android",TRUE,140,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
2020-10-29 23:47:10,"Biden","stroud_tami","iPhone",FALSE,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,1,2,1,1,0,0
2020-10-29 23:47:11,"Biden","dulcetta","iPhone",TRUE,129,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
2020-10-29 23:47:12,"Biden","CKnitkindness","iPhone",FALSE,144,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-10-29 23:47:12,"Biden","Lyndadbryan","iPhone",TRUE,140,0,3798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0
2020-10-29 23:47:13,"Biden","kpnationalist19","iPad",TRUE,140,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,2,1,1
2020-10-29 23:47:13,"Biden","PoliticalCow","iPhone",TRUE,140,0,3798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0
2020-10-29 23:47:19,"Biden","MattKleinUS","iPhone",FALSE,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,2,0,0
2020-10-29 23:47:20,"Biden","biy2c","Android",TRUE,140,0,3798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0
2020-10-29 23:47:20,"Biden","DNBX_com","iPhone",FALSE,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2020-10-29 23:47:20,"Biden","GOLewot","Android",TRUE,140,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,1,0,0
2020-10-29 23:47:20,"Biden","MNUnitedAF","Android",TRUE,140,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0
2020-10-29 23:47:21,"Biden","JMPyper","iPhone",TRUE,140,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1
2020-10-29 23:47:22,"Biden","LukeEverhart1","Web",TRUE,147,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2020-10-29 23:47:24,"Biden","mulberryash","Android",TRUE,140,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,2,0,1,1,1
2020-10-29 23:47:27,"Biden","JosephLazzaro","Web",FALSE,139,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-10-29 23:47:31,"Biden","Chief_Concern","iPhone",TRUE,140,0,4850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,2,3,1,2,0,0
2020-10-29 23:47:31,"Biden","JenniferEMabry","Web",TRUE,140,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-10-29 23:47:32,"Biden","b_jean52","Android",TRUE,98,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
2020-10-29 23:47:32,"Biden","TeresanMS","Android",TRUE,140,0,3798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0
2020-10-29 23:47:34,"Biden","BeefsnBeans","iPhone",FALSE,128,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,1,2,1,0,1
2020-10-29 23:47:42,"Biden","glueckskicks","Android",TRUE,140,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,1,0,0
2020-10-29 23:47:42,"Biden","hthornquest","Android",TRUE,139,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2020-10-29 23:47:43,"Biden","paolam1973","iPhone",TRUE,140,0,3798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0
2020-10-29 23:47:44,"Biden","jaimeoh328","iPhone",TRUE,140,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2020-10-29 23:47:46,"Biden","Evamb72","Android",TRUE,140,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1,2,1,2,0,0
2020-10-29 23:47:47,"Biden","bottomsdm","Android",TRUE,140,0,3798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0
2020-10-29 23:47:48,"Biden","FrancoandMarco","Android",FALSE,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,2,1,2,1,1,0
2020-10-29 23:47:48,"Biden","JosephLazzaro","Web",FALSE,139,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0
2020-10-29 23:47:53,"Biden","pkokga","iPhone",TRUE,140,0,3798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0
2020-10-29 23:47:55,"Biden","StephenQ3340","others",FALSE,140,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0
2020-10-29 23:47:57,"Biden","trumptrain54","Web",TRUE,140,0,3798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0
2020-10-29 23:48:00,"Biden","mayan_lady","iPhone",TRUE,140,0,3798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0
2020-10-29 23:48:01,"Biden","rtwinghockey","Android",TRUE,140,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2020-10-29 23:48:07,"Biden","HernameisWendy","Android",FALSE,140,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2020-10-29 23:48:08,"Biden","ms_lonergan","iPhone",TRUE,139,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,0,0,0,0
2020-10-29 23:48:10,"Biden","sachinsibal123","iPhone",TRUE,140,0,3798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0
2020-10-29 23:48:11,"Biden","HunterDavisNews","iPhone",FALSE,140,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0
2020-10-29 23:48:12,"Biden","RandyHulcy","Android",TRUE,140,0,4850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,2,3,1,2,0,0
2020-10-29 23:48:13,"Biden","PazzuBull","iPhone",TRUE,140,0,3798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0
2020-10-29 23:48:15,"Biden","BoondockCat","Web",TRUE,140,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,2,0,0
2020-10-29 23:48:16,"Biden","abc3340","others",TRUE,140,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0
2020-10-29 23:48:18,"Biden","toth_deb","iPhone",FALSE,140,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,2,2,2,1,0,0
2020-10-29 23:48:19,"Biden","majajwo","iPhone",TRUE,140,0,3798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0
2020-10-29 23:48:22,"Biden","aldsnipe","Android",TRUE,140,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1
2020-10-29 23:48:23,"Biden","cavalry1804","Web",TRUE,140,0,3798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0
2020-10-29 23:48:23,"Biden","shell_gasoline","iPhone",TRUE,100,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-10-29 23:48:24,"Biden","jeanniedm","iPhone",TRUE,140,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,1,0,0
2020-10-29 23:48:26,"Biden","stinkyjoe5","iPhone",TRUE,140,0,3798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0
2020-10-29 23:48:27,"Biden","MikeBlaiz","iPhone",FALSE,130,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,2,0,0
2020-10-29 23:48:27,"Biden","YemileBucay","Web",TRUE,140,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,2,2,1,3,1
